,Proquest,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Links to Worldcat: https://worldcat.org/title/OCN,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83
47,A Blueprint for Computer-Assisted Assessment,Taylor & Francis Group,2003,9780203464687,51923382,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
48,A Boal Companion : Dialogues on Theatre and Cultural Politics,Taylor & Francis Group,2005,9780203300794,1048148604,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
49,A Book of Irish Verse,Taylor & Francis Group,2002,9780203995068,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
50,"A Book of Legal Lists : The Best and Worst in American Law, with 150 Court and Judge Trivia Questions","Oxford University Press, Incorporated",1997,9780198026945,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
51,A Book of Nonsense,Taylor & Francis Group,2002,9780203361795,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
52,"A Byzantine Encyclopaedia of Horse Medicine : The Sources, Compilation, and Transmission of the Hippiatrica","Oxford University Press, Incorporated",2007,9780191535109,420935940,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
53,"A Catholic Modernity? : Charles Taylor's Marianist Award Lecture, with responses by William M. Shea, Rosemary Luling Haughton, George Marsden, and Jean Bethke Elshtain","Oxford University Press, Incorporated",1999,9780195351217,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
54,A Century of Education,Routledge,2002,9780203471265,1060812609,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
55,A Century of Foreign Investment in the Third World,Taylor & Francis Group,2000,9780203185940,1007411885,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
56,A Century of Sonnets : The Romantic-Era Revival 1750-1850,Oxford University Press,2002,9780198027539,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
57,A Christian Faith for Today,Taylor & Francis Group,2002,9780203398234,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
58,A Christian Perspective on Political Thought,Oxford University Press,1993,9780195359701,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
59,A Christmas Carol and Other Christmas Books,"Oxford University Press, UK",2006,9780191525476,1203937,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
60,A Cognitive Approach to Performance Appraisal : A Program of Research,Taylor & Francis Group,1996,9780203360026,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
61,A Cognitive Psychology of Mass Communication,Taylor & Francis Group,2009,9781135850388,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
62,A Colonial Economy in Crisis : Burma's Rice Cultivators and the World Depression of the 1930s,Taylor & Francis Group,2005,9780203312087,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
63,A Common Foreign Policy for Europe? : Competing Visions of the CFSP,Taylor & Francis Group,1998,9780203982723,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
64,A Common Law Theory of Judicial Review : The Living Tree,Cambridge University Press,2006,9780511273261,184904527,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
65,"A Commonwealth of Knowledge : Science, Sensibility, and White South Africa 1820-2000","Oxford University Press, Incorporated",2006,9780191516344,69021986,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
66,A Comparison of Small and Medium Sized Enterprises in Europe and in the USA,Taylor & Francis Group,2002,9780203166031,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
67,A Complexity Perspective on Researching Organisations : Taking Experience Seriously,Routledge,2006,9780203696941,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
68,A Concise Handbook of Movie Industry Economics,Cambridge University Press,2005,9780511197710,61345791,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
69,A Concise History of Bulgaria,Cambridge University Press,2005,9780511201608,58431612,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
70,A Concise History of Mexico,Cambridge University Press,1999,9780511149481,1007396585,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
71,A Concise Introduction to Econometrics : An Intuitive Guide,Cambridge University Press,2002,9780511147791,56321819,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
72,A Critical Dictionary of Sociology,Taylor & Francis Group,1989,9780203199565,19512997,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
73,"A Critical Rewriting of Global Political Economy : Integrating Reproductive, Productive and Virtual Economies",Taylor & Francis Group,2003,9780203380826,51861820,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
74,A Cultural History of Finance,Routledge,2009,9780203866610,320622567,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
75,A Curriculum for the Pre-School Child : Learning to Learn,Taylor & Francis Group,1997,9780203131763,13425612,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
76,A Daoist Theory of Chinese Thought : A Philosophical Interpretation,Oxford University Press,2000,9780195350760,23650158,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
77,A Defense of Abortion,Cambridge University Press,2002,9781139148467,49225692,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
78,A Derivational Approach to Syntactic Relations,Oxford University Press,1998,9780195354874,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
79,A Dictionary of Ancient Near Eastern Architecture,Taylor & Francis Group,2014,9780203041079,1000431958,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
80,A Dictionary of Ancient Near Eastern Mythology,Taylor & Francis Group,2014,9780203028520,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
81,A Dictionary of British Institutions : A Students' Guide,Taylor & Francis Group,1993,9780203199619,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
82,A Dictionary of Catch Phrases,Taylor & Francis Group,1986,9780203379950,3169007,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
83,"A Dictionary of Civil Society, Philanthropy and the Third Sector",Taylor & Francis Group,2005,9780203403372,475882957,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
84,A Dictionary of Cliches,Taylor & Francis Group,1978,9780203379967,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
85,A Dictionary of Egyptian Gods and Goddesses,Taylor & Francis Group,2014,9780203136447,12133666,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
86,A Dictionary of English Surnames,Taylor & Francis Group,1991,9780203993552,21377063,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
87,A Dictionary of European Anglicisms : A Usage Dictionary of Anglicisms in Sixteen European Languages,"Oxford University Press, UK",2005,9780191536175,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
88,A Dictionary of Grammatical Terms in Linguistics,Taylor & Francis Group,2004,9780203393369,26363058,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
89,A Dictionary of Human Rights,Taylor & Francis Group,2014,9780203403686,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
90,A Dictionary of Jewish-Christian Relations,Cambridge University Press,2005,9780511201240,62868568,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
91,A Dictionary of Literary Symbols,Cambridge University Press,1999,9781139147095,40543698,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
92,A Dictionary of Phonetics and Phonology,Routledge,2004,9780203695111,3177251,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
93,A Dictionary of the European Union,Taylor & Francis Group,2002,9780203403464,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
94,A Dictionary of Theatre Anthropology : The Secret Art of the Performer,Taylor & Francis,2003,9781134939442,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
95,"A Different Vision : African American Economic Thought, Volume 1",Taylor & Francis Group,2002,9780203012642,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
96,"A Different Vision : Race and Public Policy, Volume 2",Taylor & Francis Group,2002,9780203012048,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
97,A Diplomatic Revolution : Algeria's Fight for Independence and the Origins of the Post-Cold War Era,"Oxford University Press, Incorporated",2002,9780198033172,48892578,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
98,A Director Prepares : Seven Essays on Art and Theatre,Taylor & Francis Group,2001,9780203165546,45639067,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
